about_project,address,benefits,city,contract_type,development_opportunities,employer,expected_requirements,expected_technologies,expiration_date,job_title,max_salary,min_salary,optional_requirements,optional_technologies,position_level,price_unit,responsibilities,scraping_datetime,source,specialization,url,what_they_offer,work_mode,work_schedule,clickable_job_title
"Are you looking for exciting, global, innovative developer-tools project that is about to change and revolutionize the way how software engineers integrate services and components? Would you like to drive Polish grown, globally used technology on its broad commercialization stage giving you world-wide fame and experience? Would you like to be part of team creating something that has never been done before?",Warszawa,[],"Warszawa, Masovian",B2B,[],SDNCENTER sp. z o.o.,[],"['Azure DevOps', 'Figma', 'Node.js', 'React.js', 'Enterprise Architect', 'UML']",30-03-2024,Senior NodeJS / ReactJS Developer,21000,14000,[],[],senior specialist (Senior),gross / mth.,"['actively participate in creation of technical vision, architecture and developers usability of our new integration technology and tools', 'implement NodeJS and Front-End part of the SDKs to interact with our developer tools', 'implement JS engine for analyzing public interfaces in NPM packages and converting them to unified format', 'implement JS engine for generating strongly typed NPM packages based on unified public interfaces structure', 'implement front-end web app for central management panel', 'implement front-end web app for product page', 'implement front-end web app for virtualized public APIs browsing portal being auto generated based on exposed code', 'support implementation of NPM package manager gateway and repository virtualization', 'support guides, user experience, naming conventions, APIs and tools creation/design to meet the expectations and feelings of JavaScript/TypeScript, NodeJS and ReactJS developers as well as their standard workflow and daily/market standard practices', 'convert Figma designs into pixel perfect HTML5/CSS3 RWD/PWA web pages', 'implement unit tests', 'support CI/CD processes', 'co-create project technical documentation', 'co-create end-users guides and documentation', 'optionally (ideally if willing to): support evangelization, content creation, conduct events presentation and create video content for JS engineers']",27/03/2024 18:16:44,pracuj.pl,Backend,"https://www.pracuj.pl/praca/senior-nodejs-reactjs-developer-warszawa,oferta,1003184038",[],home office work,None,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-nodejs-reactjs-developer-warszawa,oferta,1003184038"">Senior NodeJS / ReactJS Developer</a>"
"Are you looking for exciting, global, innovative developer-tools project that is about to change and revolutionize the way how software engineers integrate services and components? Would you like to drive Polish grown, globally used technology on its broad commercialization stage giving you world-wide fame and experience? Would you like to be part of team creating something that has never been done before?",Warszawa,[],"Warszawa, Masovian",B2B,[],SDNCENTER sp. z o.o.,[],"['Azure DevOps', 'WordPress']",30-03-2024,Product Owner / Inbound Marketer - Innovative Project!,22000,14000,[],[],senior specialist (Senior),gross / mth.,"['cooperate in new branding creation', 'prepare inbound marketing plan', 'plan and coordinate attendance on technical events / conference / developer meetings', 'prepare sales plan and processes', 'prepare technical support processes', 'coordinate development / support team', 'manage product backlog to meet customers/marketing/sales/market needs and priorities', 'manage development sprints and development team', 'manage testing team and product releases', 'manage support team and support processes', 'cooperate with marketing team/agency, influencers, technical pre-sales and sales', 'prepare plan and coordinate content creation and content promotion', 'cooperate with UI/UX team to permanently improve user experience and conversion ratios', 'coordinate collection and analyze analytics and KPIs to perform data driven decisions and growth', 'meet periodically with selected consumers to gather and understand market needs and feedback', 'attend sales meetings', 'manage tools and processes used to keep the product and processes up and running', 'analyze processes efficiency, identify gaps, drive continuous improvement', 'keep team together and motivated', 'support execution of the prioritized roadmap by contributing to roadmap initiatives, system design & architecture decisions', 'manage email pipeline / e-journeys', 'requirements gathering, data analysis, documentation of specs, QA/ UAT support', 'responsible for crafting operational processes to ship enhancement needs and be accountable for the overall delivery', 'drive new tool implementation/ RFP process, own and support the tools as a technical owner', 'become single point of contact to upper management to execute management vision within product team']",27/03/2024 18:16:44,pracuj.pl,Agile,"https://www.pracuj.pl/praca/product-owner-inbound-marketer-innovative-project-warszawa,oferta,1003184036",[],home office work,None,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/product-owner-inbound-marketer-innovative-project-warszawa,oferta,1003184036"">Product Owner / Inbound Marketer - Innovative Project!</a>"
"Are you looking for exciting, global, innovative developer-tools project that is about to change and revolutionize the way how software engineers integrate services and components? Would you like to drive Polish grown, globally used technology on its broad commercialization stage giving you world-wide fame and experience? Would you like to be part of team creating something that has never been done before?",Warszawa,[],"Warszawa, Masovian",B2B,[],SDNCENTER sp. z o.o.,[],"['Azure DevOps', '.NET', '.NET Core', 'SQL', 'Visual Studio', 'Enterprise Architect', 'UML']",30-03-2024,Senior .NET / .NET Core Developer,21000,14000,[],[],senior specialist (Senior),gross / mth.,"['actively participate in creation of technical vision, architecture and developers usability of our new integration technology and tools', 'implement .NET C# part of the SDKs to interact with our developer tools', 'implement .NET engine for analyzing public interfaces in Nuget packages and converting them to unified format', 'implement .NET engine for generating strongly typed Nuget packages based on unified public interfaces structure', 'implement backend for web app with central management panel', 'implement backend for web app with product page', 'implement engine for virtualizing interfaces of public packages repositories from NPM, RubyGems, Maven, Gradle, Nuget, PyPi and CPAN', 'support implementation of Nuget package manager gateway and repository virtualization', 'support guides, user experience, naming conventions, APIs and tools creation/design to meet the expectations and feelings of C# and .NET developers as well as their standard workflow and daily/market standard practices', 'co-create and utilize Enterprise Architect diagrams (use cases, interaction, sequence, flow chart)', 'implement unit tests', 'support CI/CD processes', 'co-create project technical documentation', 'co-create end-users guides and documentation', 'optionally (ideally if willing to): support evangelization, content creation, conduct events presentation and create video content for .NET engineers']",27/03/2024 18:16:45,pracuj.pl,Backend,"https://www.pracuj.pl/praca/senior-net-net-core-developer-warszawa,oferta,1003184041",[],home office work,None,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-net-net-core-developer-warszawa,oferta,1003184041"">Senior .NET / .NET Core Developer</a>"
"Are you looking for exciting, global, innovative developer-tools project that is about to change and revolutionize the way how software engineers integrate services and components? Would you like to drive Polish grown, globally used technology on its broad commercialization stage giving you world-wide fame and experience? Would you like to be part of team creating something that has never been done before?",Warszawa,[],"Warszawa, Masovian",B2B,[],SDNCENTER sp. z o.o.,[],"['Azure DevOps', 'Python', 'Django', 'Azure Cloud', 'Enterprise Architect', 'UML']",30-03-2024,Senior Python Developer,21000,14000,[],[],senior specialist (Senior),gross / mth.,"['actively participate in creation of technical vision, architecture and developers usability of our new integration technology and tools', 'implement Python part of the SDKs to interact with our developer tools', 'implement Python engine for analyzing public interfaces in PyPi packages and converting them to unified format', 'implement Python engine for generating strongly typed PyPi packages based on unified public interfaces structure', 'support implementing PyPi package manager gateway and repository virtualization', 'support guides, user experience, naming conventions, APIs and tools creation/design to meet the expectations and feelings of Python developers as well as their standard workflow and daily/market standard practices', 'evolve our current integration engine to support all remaining python structure, programming entities, events, multi-threading and more', 'implement unit tests', 'support CI/CD processes', 'co-create project technical documentation', 'co-create end-users guides and documentation', 'ensure that the solution allows to interact with any Python module', 'ensure that SDKs are clear to understand for Python developers', 'support end-users in Python use cases', 'optionally (ideally if willing to): support evangelization, content creation, conduct events presentation and create video content for JS engineers']",27/03/2024 18:16:45,pracuj.pl,Backend,"https://www.pracuj.pl/praca/senior-python-developer-warszawa,oferta,1003184037",[],home office work,None,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-python-developer-warszawa,oferta,1003184037"">Senior Python Developer</a>"
"At BCF we believe that people are innovative by passion. Our portfolio consists of projects in automotive, fintech, e-commerce, and entertainment areas - no doubt, you'll find something nice for yourself ;)",None,"['sharing the costs of sports activities', 'private medical care', 'life insurance', 'remote work opportunities', 'flexible working time', 'integration events', 'christmas gifts', 'private english lessons']","Poznań, Greater Poland","employment, B2B","['development budget', 'external training', 'industry-specific e-learning platforms', 'intracompany training', 'mentoring', 'soft skills training', 'space for experimenting', 'substantive support from technological leaders', 'support of IT events', 'technical knowledge exchange within the company', 'time for development of your ideas']",BCF Software Sp. z o.o.,"['Minimum of 5 years of experience in designing and building AI systems', 'Strong programming skills in Python or a similar language', 'Strong experience with AI frameworks such as TensorFlow, PyTorch, or Keras', 'Strong experience with big data technologies such as Apache Spark or Hadoop', 'Experience with cloud-based AI services such as Amazon SageMaker or Google Cloud AI Platform', 'Strong understanding of deep learning, reinforcement learning, or other advanced AI techniques', 'Excellent communication and interpersonal skills', 'Ability to work collaboratively in a team environment']","['Python', 'TensorFlow', 'PyTorch', 'Keras', 'Apache Spark', 'Hadoop']",30-03-2024,Senior AI Engineer,150000,10000,[],[],senior specialist (Senior),gross / mth.,"['Design, develop, and deploy AI models and systems at scale', 'Collaborate with data scientists to build and improve models, and provide guidance on modeling techniques and best practices', 'Work with cross-functional teams to integrate AI models into our products and services', 'Optimize and automate AI workflows to improve performance and efficiency', 'Build and maintain tools for data preprocessing, feature engineering, model training, and inference', 'Stay up-to-date with the latest developments in AI research and apply them to our systems and products', 'Mentor junior AI engineers and provide technical guidance to the team']",27/03/2024 18:16:46,pracuj.pl,AI/ML,"https://www.pracuj.pl/praca/senior-ai-engineer-poznan-paderewskiego-6,oferta,1003183974",[],"home office work, hybrid work",full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-ai-engineer-poznan-paderewskiego-6,oferta,1003183974"">Senior AI Engineer</a>"
Join Allegro Pay - Technical Platform - where FinTech Innovation meets DevOps excellence!,None,"['sharing the costs of sports activities', 'private medical care', 'sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'life insurance', 'flexible working time', 'integration events', 'no dress code', 'leisure zone', 'extra social benefits']","Warszawa, Masovian",employment,['technical knowledge exchange within the company'],Allegro Pay,"['We are looking for people who:', 'Have deep knowledge of .NET', 'Understand distributed systems and their design', 'Want to build software and tools for other developers', 'Want to be proud of the code they write but are also willing to accept feedback and share their knowledge during code reviews', 'Can search for efficient solutions to meet users’ needs', 'Are eager to continuously develop their skills and expand their knowledge', 'Know English at B2 level']",['.NET'],30-03-2024,Senior Software Engineer (.NET) - Platform Team,23200,16100,"['Have experience with public cloud services (preferably Azure)', 'Are familiar with one or more of the following: scripting languages like PowerShell or bash, Kubernetes, automation, Azure DevOps, platform engineering']","['Microsoft Azure', 'PowerShell', 'Bash', 'Kubernetes', 'Azure DevOps']",senior specialist (Senior),gross / mth.,"['You will develop and maintain tools for developers in the .NET ecosystem in the newest LTS version (currently .NET 6, soon .NET 8)', 'You will design and implement high availability on multi-region setup', 'You will research new technologies, execute proof of concepts, and write down analysis', 'With your expertise, you will help developers from product teams use the platform in an efficient way', 'All of the above in one of the biggest .NET and Azure products in Poland, with 100+ microservices and over a million happy customers']",27/03/2024 18:16:46,pracuj.pl,Backend,"https://www.pracuj.pl/praca/senior-software-engineer-net-platform-team-warszawa-zelazna-51-53,oferta,1003183989","[""Annual bonus up to 10% of the annual salary gross (depending on your annual assessment and the company's results)"", 'Long-term discretionary incentive plan based on Allegro.eu shares', 'Well-located office (with fully equipped kitchens and bicycle parking facilities) and excellent working tools (height-adjustable desks, interactive conference rooms)', 'A wide selection of fringe benefits in a cafeteria plan – you choose what you like (e.g. medical, sports or lunch packages, insurance, purchase vouchers)', 'English classes that we pay for, related to the specific nature of your job', '16"" or 14"" MacBook Pro with M1 processor and 32GB RAM or corresponding Dell with Windows (if you don’t like Macs) and other gadgets that you may need', 'Working in a team you can always count on — we have on board top-class specialists and experts in their areas of expertise', 'A high degree of autonomy in terms of organizing your team’s work; we encourage you to develop continuously and try out new things', 'Hackathons, team tourism, training budget and an internal educational platform, MindUp (including training courses on work organization, means of communications, motivation to work and various technologies and subject-matter issues)', 'If you want to learn more, check it out https://jobs.allegro.eu/benefits/']",hybrid work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-software-engineer-net-platform-team-warszawa-zelazna-51-53,oferta,1003183989"">Senior Software Engineer (.NET) - Platform Team</a>"
"We are looking for a highly motivated Senior Software Engineer to build scalable foundational systems and data pipelines to power our financial reporting. You will partner closely with our Product and Accounting teams to design robust reporting and reconciliation systems, which enable us to operate and forecast with the highest degree of integrity and precision. These systems are responsible for delivering accurate and timely data from Affirm’s suite of financial products, for consumption by our Accounting, Treasury, and Strategic Finance teams.",None,[],"Warszawa, Masovian",employment,"['development budget', 'intracompany training', 'technical knowledge exchange within the company']",Affirm,"['4+ years of experience as a software engineer.', 'Drive to change consumer financial services for the better.', 'Fluency in back end development, event processing, and batch processing.', 'Prior experience in designing, building, launching, and maintaining consumer scale products.', 'Strong cross-team communication and collaboration skills.']",[],29-03-2024,Senior Software Engineer,27550,22050,"['Knowledge of Python, Airflow, AWS, and Snowflake is a plus.', 'Knowledge of basic accounting principles is a plus.']","['Python', 'Apache Airflow', 'AWS', 'Snowflake Data Cloud']",senior specialist (Senior),gross / mth.,"['Build and integrate data pipelines from a wide variety of products and systems.', 'Build a foundational platform which enables us to reconcile each individual transaction across systems, partners, and cash movements.', 'Develop a deep understanding of the systems and cash flows which power Affirm.', 'Mentor engineers on the team to help improve their designs, code quality, and testing.', 'Partner with product managers and accountants to design best-in-class systems and processes to reconcile and report.', 'Partner with a diverse set of engineering teams who build financial products and perform financial transactions at Affirm.']",27/03/2024 18:16:47,pracuj.pl,Backend,"https://www.pracuj.pl/praca/senior-software-engineer-warszawa-koszykowa-61,oferta,1003181328","['Targeted Gross Monthly Salary: 22,050 - 27,550 PLN.', 'Flexible Spending Wallets for tech and lifestyle.', 'Generous time off policies.', 'Away Days - wellness days to take off work and recharge.', 'Learning & Development programs.', 'Parental leave.', 'Robust health benefits.', 'Employee Resource & Community Groups.']",home office work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-software-engineer-warszawa-koszykowa-61,oferta,1003181328"">Senior Software Engineer</a>"
"We are looking for a highly motivated Software Engineer to build scalable foundational systems and data pipelines which enable us to operate and forecast with the highest degree of integrity and precision. These systems are responsible for delivering accurate and timely data from Affirm’s suite of financial products, for consumption by our Accounting, Treasury, and Strategic Finance teams. You will collaborate with a team of talented engineers, product managers, and accountants in understanding complex use cases and developing novel solutions to automatic reconciliation at scale.",None,[],"Warszawa, Masovian",employment,"['development budget', 'intracompany training', 'technical knowledge exchange within the company']",Affirm,"['1+ years of experience as a software engineer', 'Drive to change consumer financial services for the better.', 'Fluency in back end development, event processing, and batch processing.', 'Prior experience in designing, building, launching, and maintaining consumer scale products.', 'Strong cross-team communication and collaboration skills.']",[],29-03-2024,Software Engineer II,23550,18840,"['Knowledge of Python, Airflow, AWS, and Snowflake is a plus.']","['Python', 'Apache Airflow', 'AWS', 'Snowflake Data Cloud']",specialist (Mid / Regular),gross / mth.,"['Build and integrate data pipelines from a wide variety of products and systems.', 'Build a foundational platform which enables us to reconcile each individual transaction across systems, partners, and cash movements.', 'Develop an understanding of the systems and cash flows which power Affirm.', 'Partner with product managers and accountants to design best-in-class systems and processes to reconcile and report.', 'Partner with a diverse set of engineering teams who build financial products and perform financial transactions at Affirm.']",27/03/2024 18:16:48,pracuj.pl,Backend,"https://www.pracuj.pl/praca/software-engineer-ii-warszawa-koszykowa-61,oferta,1003181319","['Targeted Gross Monthly Salary: 18,840 - 23,550 PLN.', 'Flexible Spending Wallets for tech and lifestyle.', 'Generous time off policies.', 'Away Days - wellness days to take off work and recharge.', 'Learning & Development programs.', 'Parental leave.', 'Robust health benefits.', 'Employee Resource & Community Groups.']",home office work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/software-engineer-ii-warszawa-koszykowa-61,oferta,1003181319"">Software Engineer II</a>"
"We are looking to hire DevOps Engineer in the Service Infrastructure team. This is a mission critical role of ensuring our large scale infrastructure systems are healthy, automated and designed to scale. You will be partnering closely with the product and platform engineering teams to maintain high availability and reliability SLAs for Affirm services. We are looking for engineers with strong coding or operations background and passion for scalable and resilient cloud infrastructure, who pride themselves in creating self-healing resilient and secure infrastructure.",None,[],"Warszawa, Masovian",employment,"['development budget', 'intracompany training', 'technical knowledge exchange within the company']",Affirm,"['At least 6 years of industry experience, including 4+ years as DevOps.', 'Proven coding skills, preferably Python, Golang or Kotlin.', 'Strong knowledge of Kubernetes.', 'Experience in public cloud (preferably AWS).', 'Design and development of highly available systems (99.99%+ SLA).', 'Infrastructure as a code - preferably Terraform.', 'Mentoring and enabling other engineers.', 'Extensive knowledge of monitoring solutions (e.x. Prometheus, ELK).', 'Cost management.']",['Kubernetes'],29-03-2024,Senior Software Engineer (Infrastructure Platform),27550,22040,"['Developing multi-region cloud solutions.', 'Solid experience in cloud networking - both on cloud and within Kubernetes.', 'Experience with databases and optimizing database usage within infrastructure.', 'Good knowledge of SDLC tooling, including CICD systems, artifact and container repositories.']","['Python', 'Go', 'Kotlin', 'AWS', 'Terraform', 'Prometheus']",senior specialist (Senior),gross / mth.,"['Analyse, review internal Affirm applications to design and implement improvements.', 'Ensure high availability of our cloud infrastructure.', 'Optimise Kubernetes clusters and resources within.', 'Manage infrastructure using best practices of infrastructure as a code.', 'Secure business continuity and compliance needs through secure and resilient infrastructure.', 'Provide self-service solutions for Affirm engineers to streamline their work.', 'Write high-quality, testable, and easily digestible code that will serve as best practice templates.', 'Review other’s code and designs and provide constructive feedback to meet our high quality standards.', ""Design, create and expand monitoring and visibility systems to ensure the stability of our team's services."", 'Serve as a technical resource across engineering, especially in guiding product development teams in areas of performance, reliability, and scalability.', 'Provide daily and on-call support to other engineering teams.', 'Optimise Affirm systems and code for cost efficiency, security and compliance.']",27/03/2024 18:16:48,pracuj.pl,DevOps,"https://www.pracuj.pl/praca/senior-software-engineer-infrastructure-platform-warszawa-koszykowa-61,oferta,1003181329","['Targeted Gross Monthly Salary: 22,040 - 27,550 PLN.', 'Type of employment: Contract of Employment.', 'Flexible Spending Wallets for tech, food and lifestyle.', 'Generous time off policies.', 'Away Days - wellness days to take off work and recharge.', 'Learning & Development programs.', 'Parental leave.', 'Robust health benefits.', 'Employee Resource & Community Groups.', 'This role is eligible for creative tax benefits, subject to applicable law and company policy.']",home office work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-software-engineer-infrastructure-platform-warszawa-koszykowa-61,oferta,1003181329"">Senior Software Engineer (Infrastructure Platform)</a>"
"The Merchant Insights team is looking for a passionate and highly motivated Software Engineer with a high level of technical capability, strong cross-functional communication, and a creative mindset to help build new products in the BNPL for Business area to enable new flexible ways of payment for every potential business to help them run their daily operations and better manage their cash-flows.",None,[],"Warszawa, Masovian",employment,"['development budget', 'intracompany training', 'technical knowledge exchange within the company']",Affirm,"['Experience: 3+ years of (ideally) Python, Java/Kotlin, or other modern programming languages.', 'Experience: 1+ years of Javascript using (ideally) React or other modern framework.', 'Excellent written and verbal communication skills, with a focus on asynchronous communication methods like tech specs, wikis, and project plans.', 'Track record of successful cross functional collaboration especially with product managers, and engineering counterparts.', 'Ability to work efficiently both solo and as part of a team.', 'Self-awareness and willingness to understand opportunities to learn and grow.']",['JavaScript'],29-03-2024,"Software Engineer II, Fullstack (Merchant Insights)",23550,18842,['Familiarity with AWS or other cloud providers is a plus.'],"['Python', 'Java', 'Kotlin', 'React.js', 'AWS']",specialist (Mid / Regular),gross / mth.,"['Deliver projects in conjunction with immediate teammates and other Engineering teams that will further expand BNPL products for business.', 'Drive detailed project definition, design, cross-functional alignment, estimation, in addition to task break-down, delivery, monitoring, and maintenance.', 'Perform code review, provide continuous feedback and take active part in designing and implementing high quality solutions for our customer base.', 'Work closely with tech leads, managers, and cross-functional teams within Affirm, including engineering, credit, marketing, and analytics, to deliver new products in the B2B BNPL area.', 'Consistently generate simple and elegant designs, and write high-quality code that can be easily understood and leveraged by others.']",27/03/2024 18:16:49,pracuj.pl,Full-stack,"https://www.pracuj.pl/praca/software-engineer-ii-fullstack-merchant-insights-warszawa-koszykowa-61,oferta,1003181317","['Gross Monthly Salary: 18,842- 23,550 PLN.', 'Type of employment: Contract of Employment.', 'Flexible Spending Wallets for tech, food and lifestyle.', 'Generous time off policies Away Days - wellness days to take off work and recharge.', 'Learning & Development programs.', 'Parental leave.', 'Robust health benefits.', 'Employee Resource & Community Groups.']",home office work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/software-engineer-ii-fullstack-merchant-insights-warszawa-koszykowa-61,oferta,1003181317"">Software Engineer II, Fullstack (Merchant Insights)</a>"
"Branchspace works with major travel brands, including airlines, to design and deliver world-class digital applications. We are developing a mobile app platform to complement our airline internet booking engine.",None,"['sharing the costs of sports activities', 'private medical care', 'remote work opportunities', 'flexible working time', 'fruits', 'integration events', 'corporate library']","Kraków, Lesser Poland",B2B,['technical knowledge exchange within the company'],Branchspace sp. z o. o.,"['Technologies – React Native for iOS and Android mobile apps, Redux, ReactJS, JavaScript, TypeScript', 'Track record of designing and building mission-critical, high-performance mobile applications for the general public', 'Strong team delivery focus - building solutions (not just technology) through Scrum-based teamwork', 'App monitoring and analytics, performance optimisation, app security', 'Customer authentication frameworks including Apple, Google and 3rd party authentication frameworks', 'Payment integration including Apply Pay, Google Pay and 3rd party frameworks', 'Push notifications including 3rd party SDK integration', 'Apple and Google app store configuration and optimisation', 'Good communication skills', 'Soft skills', 'Good knowledge sharing skills', 'Problem solving', 'Proactivity']","['React Native', 'TypeScript', 'React.js', 'JavaScript', 'Redux Saga', 'webpack', 'iOS', 'Android']",30-03-2024,Senior React Native Developer,26000,18000,"['Airline or Travel related mobile apps', 'Huawei app store / Harmony OS']",[],senior specialist (Senior),gross / mth.,"['Greenfield development of a mobile application product, delivered to enterprise clients and used by consumers', 'Hands-on architecture, design and coding', 'Work with Product and UX teams to elaborate requirements and develop a technology roadmap and architecture', 'Implement and enhance effective agile dev practices e.g. CI, TDD', 'Evaluate and implement emerging technologies, tools and development practices']",27/03/2024 18:16:49,pracuj.pl,Mobile,"https://www.pracuj.pl/praca/senior-react-native-developer-krakow-jozefitow-8,oferta,1003183967",[],hybrid work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/senior-react-native-developer-krakow-jozefitow-8,oferta,1003183967"">Senior React Native Developer</a>"
We are seeking Delivery Managers to join our team to lead activation projects of our Triplake product for clients in the EMEA region.,None,"['sharing the costs of sports activities', 'private medical care', 'remote work opportunities', 'flexible working time', 'fruits', 'integration events', 'corporate library']","Kraków, Lesser Poland",B2B,['technical knowledge exchange within the company'],Branchspace sp. z o. o.,"['5+ years of project management or delivery management experience.', 'Experience in customer-facing roles: e.g. co-ordinating workshops, customer interviews and presentations to senior audiences.', 'Structured thinking and strong analytical mindset, attention to detail, organisational and communication skills.', 'Expert-level usage of Excel, PowerPoint, JIRA and Asana.', 'Ability to travel.', 'Solid understanding of agile practices and the Lean software development principles.', 'English level: B2/C1.', 'Located in/willing to relocate to Cracow.']","['Jira', 'Confluence']",30-03-2024,Delivery Manager,18000,12000,['Experience in the airline/travel industry is desirable.'],[],senior specialist (Senior),gross / mth.,"['Drive the successful delivery of Triplake and related products & services to key Branchspace clients; own the delivery to meet client priorities and commercial objectives whilst balancing requirements, project timing, budget, quality and performance.', 'Work closely with the Triplake Product and Engineering teams to ensure client requirements and priorities are efficiently mapped into product backlogs and sprint plans and ensure effective tracking of deliverables and their dependencies.', 'Track and report on project budget and delivery status.', 'Own the Branchspace project delivery plan and all of its associated artefacts e.g. project plan, resource plan, risk and issue register, test plan, migration/cutover plan, etc.', 'Coordinate the change management process, ensuring clients provide clear requirements, delivery teams provide timely feedback and proposals, and approved changes are effectively incorporated into the overall project plan.', 'Work with the client and steering committee to set up and manage effective project governance with a suitable level of reporting and controls. Prepare for and effectively run steering committee meetings.', 'Lead by example to ensure Branchspace and external stakeholders are held to account for the timeliness of their communication and action.', 'Build strong relationships with Branchspace clients; handle client commercial discussions, proactively and constructively collaborate with Branchspace leadership to solve issues.', 'Prepare and deliver presentations suitable at senior client and Branchspace executive level.']",27/03/2024 18:16:50,pracuj.pl,"Business analytics, Product Management, Project Management","https://www.pracuj.pl/praca/delivery-manager-krakow-jozefitow-8,oferta,1003183966",[],hybrid work,full-time,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/delivery-manager-krakow-jozefitow-8,oferta,1003183966"">Delivery Manager</a>"
Aktualnie poszukujemy Technical Lead’a z doświadczeniem w technologii Angular oraz umiejętnością tworzenia niestandardowych komponentów i frameworków UI.,None,"['sharing the costs of foreign language classes', 'sharing the costs of professional training & courses', 'remote work opportunities', 'fruits', 'integration events', 'corporate library', 'no dress code', 'employee referral program', 'charity initiatives']","Wrocław, dolnośląskie",B2B,"['budżet rozwojowy', 'szkolenia wewnątrzfirmowe', 'treningi umiejętności miękkich', 'wsparcie merytoryczne od liderów technologicznych', 'wymiana wiedzy technicznej w firmie']",CSHARK sp. z o.o.,"['Posiadasz 5+ lat doświadczenia jako programista frontend (Angular).', 'Posiadasz minimum 2 lata doświadczenia w roli Technical Leader’a.', 'Posiadasz szerokie doświadczenie w budowaniu solidnych, wydajnych i skalowalnych aplikacji przy użyciu Angular’a.', 'Potrafisz budować niestandardowe komponenty UI i frameworki.', 'Masz doświadczenie z CI/CD, testami jednostkowymi i integracyjnymi.', 'Potrafisz kierować i mentorować zespołem programistów, zapewniając przestrzeganie najlepszych praktyk i dostarczanie projektów na czas oraz w ramach określonego zakresu.', 'Płynnie posługujesz się językiem angielskim (codzienna praca w zespole międzynarodowym) – minimum B2+.']","['Angular', 'CI/CD']",29-03-2024,Technical Lead (Angular),28500,23500,[],[],"starszy specjalista (Senior), ekspert",gross / mth.,"['Podejmowanie decyzji projektowych na podstawie i z wykorzystaniem najlepszych praktyk i standardów programowania.', 'Odpowiedzialność za programowanie, testowanie jednostkowe, testowanie integracyjne, dokumentację, utrzymanie i wsparcie komponentów produktu.', 'Wsparcie zespołu w obszarze technicznym.', 'Przeprowadzanie code reviews w celu zapewnienia jakości kodu, przestrzegania standardów kodowania i dzielenia się wiedzą między członkami zespołu.', 'Współpraca z zespołem ds. architektury w celu zdefiniowania i rozwoju architektury oprogramowania.', 'Prowadzenie spotkań z członkami zespołu, przekazywanie feedbacku, wspieranie w rozwoju ich ścieżki kariery.', 'Ścisła współpraca z innymi działami w organizacji, w szczególności współpraca z Project Managerami, Product Ownerami i pozostałymi interesariuszami, w celu zdefiniowania zakresu projektu, harmonogramów i rezultatów.', 'Praca w metodologii Scrum/Agile.']",27/03/2024 18:16:51,pracuj.pl,Frontend,"https://www.pracuj.pl/praca/technical-lead-angular-wroclaw-rynek-36-37,oferta,1003181286","['Praca nad produktami, które zmieniają świat', 'Wewnętrzne warsztaty techniczne / certyfikacje', 'Szkolenia z umiejętności miękkich i zarządzania', 'Lekcje języka angielskiego', 'Dostęp do biblioteki firmowej', 'Budowanie marki osobistej', 'Międzynarodowe projekty i zespoły', 'Praca w Agile/Scrum/Kanban', 'Możliwość pracy zdalnej', 'Elastyczne godziny pracy', 'Praca projektowa, warsztatowa i asynchroniczna', 'Możliwość relokacji i podróży służbowych', 'Duże imprezy (urodziny CSHARK, Winter Party)', 'Premia za polecenie wewnętrzne (3000-7000 PLN)', 'Płatne dni wolne', 'Inicjatywy charytatywne', 'Budżet integracyjno-szkoleniowy', 'Imprezy i wyjazdy sportowe']",praca zdalna,pełny etat,"<a target=""_blank"" href=""https://www.pracuj.pl/praca/technical-lead-angular-wroclaw-rynek-36-37,oferta,1003181286"">Technical Lead (Angular)</a>"
